Tale,Characters,TaleOccurrenceFrequency,RelationFrequency
3. Marienkind .,"Königin, Bett",1,7
3. Marienkind .,"Wald, König",1,22
3. Marienkind .,"Leben, Himmel",1,1
3. Marienkind .,"Jahr, Himmel",1,2
3. Marienkind .,"Frau, Kind",1,46
3. Marienkind .,"Tür, Sprache",1,1
3. Marienkind .,"Schloß, Kleid",1,2
3. Marienkind .,"Hand, Herz",1,5
3. Marienkind .,"Herz, Tod",1,2
3. Marienkind .,"Stimme, Maria",1,1
3. Marienkind .,"Tod, Töchterlein",1,1
3. Marienkind .,"Welt, Sohn",1,5
3. Marienkind .,"Herz, Türe",1,1
3. Marienkind .,"Welt, Königin",1,9
3. Marienkind .,"Herz, Himmel",1,1
3. Marienkind .,"Königin, Mund",1,2
3. Marienkind .,"Pferd, Land",1,2
3. Marienkind .,"Kind, Töchterlein",1,3
3. Marienkind .,"Schlüssel, Jungfrau",1,1
3. Marienkind .,"Herz, Holz",1,1
3. Marienkind .,"Feuer, Tod",1,3
3. Marienkind .,"Weg, Pferd",1,7
3. Marienkind .,"Feuer, Stimme",1,2
3. Marienkind .,"Schlüssel, Schloß",1,3
3. Marienkind .,"Mädchen, Tag",1,14
3. Marienkind .,"Türe, Himmel",1,2
3. Marienkind .,"Mädchen, Frau",1,18
3. Marienkind .,"Nacht, Türe",1,2
3. Marienkind .,"Weg, König",1,10
3. Marienkind .,"Mund, Kind",1,3
3. Marienkind .,"Licht, Himmel",1,1
3. Marienkind .,"Nacht, Leben",1,4
3. Marienkind .,"Jungfrau, Auge",1,1
3. Marienkind .,"Türe, Auge",1,1
3. Marienkind .,"Tür, Holz",1,1
3. Marienkind .,"Weg, Land",1,3
3. Marienkind .,"König, Kind",1,27
3. Marienkind .,"Holz, Töchterlein",1,2
3. Marienkind .,"Schlüssel, Türe",1,3
3. Marienkind .,"Tür, Stimme",1,1
3. Marienkind .,"Herz, Königin",1,5
3. Marienkind .,"Mädchen, Schlüssel",1,1
3. Marienkind .,"Schlüssel, Hand",1,1
3. Marienkind .,"Mutter, Frau",1,11
3. Marienkind .,"Tag, Türe",1,6
3. Marienkind .,"Mädchen, Baum",1,9
3. Marienkind .,"Wald, Weg",1,25
3. Marienkind .,"Mutter, Kind",1,16
3. Marienkind .,"Wald, Jahr",1,5
3. Marienkind .,"Mädchen, Jungfrau",1,3
3. Marienkind .,"Feuer, Licht",1,3
3. Marienkind .,"Milch, Kleid",1,1
3. Marienkind .,"Mund, Maria",1,1
3. Marienkind .,"Stimme, Tod",1,2
3. Marienkind .,"Schlüssel, Jahr",1,1
3. Marienkind .,"Bett, Maria",1,1
3. Marienkind .,"Königin, Türe",1,2
3. Marienkind .,"Erde, Königin",1,1
3. Marienkind .,"Sprache, Bett",1,3
3. Marienkind .,"Frau, Holz",1,4
3. Marienkind .,"Wald, Baum",1,16
3. Marienkind .,"Tod, Himmel",1,1
3. Marienkind .,"Jungfrau, Tod",1,2
3. Marienkind .,"Wald, Kind",1,27
3. Marienkind .,"Tür, Bett",1,2
3. Marienkind .,"Schnee, Blatt",1,1
3. Marienkind .,"Maria, Licht",1,1
3. Marienkind .,"Hand, Königin",1,5
3. Marienkind .,"Hand, Jungfrau",1,5
3. Marienkind .,"Engel, Leben",1,2
3. Marienkind .,"Tür, Mund",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mann, Junge",5,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Junge",5,7
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Junge",5,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Treppe, Junge",5,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Gruseln",4,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Junge",4,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Junge",4,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Morgen, König",4,20
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Ecke",3,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Junge",3,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Brot",3,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Alte, Junge",3,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Schloß",3,36
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Mir_Es",3,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Nacht",3,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Geist, König",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Tag, Mann",2,15
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Haus",2,11
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Brot",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Ei",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Tag",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Fuhrmann, Junge",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Gruseln",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Taler, Mann",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Tochter",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Tag",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Messer",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bein, Mann",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mensch, Junge",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Mann",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Auge",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Nacht",2,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Schloß, Auge",2,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Tochter",2,52
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Axt, Junge",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wirt, Nacht",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Mann",2,12
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wirt, Auge",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Ei",2,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Schloß",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Kammer",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Mir_Es",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'siehst, Mann",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Mann",2,9
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'siehst, Junge",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Gemahlin",2,17
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Schloß",2,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mensch, Nacht",2,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Morgen, 'nein",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'nein, Gruseln",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Mensch",2,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Sohn",2,18
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Katze, Feuer",2,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Nacht",2,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stück, Mann",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Mann",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Fuhrmann",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Gruseln",2,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Schloß",2,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Haus, Junge",2,8
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Tochter, Mann",2,18
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Alte, Axt",2,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Baum, Tochter",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Geist, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Treppe, Haus",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Gott",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stück, 'siehst",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Gold",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stück, Tochter",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wasser, Fisch",1,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Tochter",1,7
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Frau, Jungfrau",1,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, König",1,7
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Abend, Mann",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Morgen, Gruseln",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Abend",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Weg, Feuer",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Junge",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'siehst, Tag",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'siehst, Baum",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'nein, Feuer",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'siehst, Abend",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Leben",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Mann",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Taler, Abend",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Abend, Tochter",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Stube",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hand, Gesicht",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wasser, König",1,12
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bett, Ecke",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Schloß, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Berg, Pferd",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Bruder",1,13
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Baum",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Katze, Hund",1,8
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Pferd, Treppe",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Taler, Gruseln",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bett, Auge",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Frau, König",1,35
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Weg, Nacht",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Mensch",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Tag",1,20
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Abend",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Frau, Ecke",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wasser, Finger",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Nacht",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bein, Ecke",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Zeit, Mann",1,13
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, Mann",1,10
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Geld, Mann",1,8
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Geld",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Tag, Kunst",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Erde, Mann",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Treppe, Stein",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Taler",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Weg, Mir_Es",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Fisch, Gemahlin",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Hochzeit",1,7
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stein, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Taler, Tochter",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ding, Haus",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wirt, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Sohn",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ecke, Mann",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Baum, Tag",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Zeit",1,10
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hund, Ecke",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Gemahlin",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Frau, Geist",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Schloß",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Weg, Fuhrmann",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Mensch",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Finger, Erde",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Haus, Mann",1,16
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wirt, Leben",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Kammer, Nacht",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Gesicht",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Taler",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Hund",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gold, Alte",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ding, Sohn",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Bach",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, Tochter",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stube, Auge",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Gruseln",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vetter, Mann",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Schloß, Tag",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Kunst",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Haus",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Erde, König",1,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Katze, Ecke",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'nein, Taler",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Zeit, Brot",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Nacht, Baum",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Abend",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Tag, Tochter",1,7
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Fuhrmann",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stube, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Geld, Schloß",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, 'siehst",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Brot, Haus",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Erde, Alte",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Ecke",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stück, Gruseln",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Mann",1,30
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Berg, Treppe",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Abend",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, Gruseln",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vetter, Tochter",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Auge",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bein, Haus",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, Tag",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Treppe",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Auge",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Messer, Nacht",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ecke, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ei, Heller",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Kleid",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Morgen, Nacht",1,7
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mensch, Tag",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Welt",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'nein, König",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Abend, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Turm, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wirt, Schloß",1,6
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wirt, Mir_Es",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Abend",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gott, Ei",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, Mir_Es",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ei, Fuhrmann",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","König, Tag",1,27
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Mensch",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Brot, Ecke",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Wasser, Gemahlin",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Weg, Junge",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Taler, Mensch",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gott, Mir_Es",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gruseln, Garten",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Sohn, Haus",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'nein, Mann",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Ding, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stube, Schloß",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bett, Treppe",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Stück",1,4
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'nein, Treppe",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Mensch",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Taler, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Bein",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Brot, Junge",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","'siehst, Nacht",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Auge",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stück, Taler",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Welt, Abend",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Hand",1,5
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, 'siehst",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Bein, Treppe",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mensch, Tochter",1,3
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Frau, Tochter",1,24
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vater, Ecke",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Stube, Leben",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Turm, Treppe",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Gold, Gemahlin",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Feuer, Ding",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Mir_Es, Baum",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Vetter, Gruseln",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Hochzeit, Baum",1,1
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Brot, Sohn",1,2
"4. Mährchen von einem , der auszog das Fürchten zu lernen .","Baum, Abend",1,2
