tales	similarity (overlap of top 10 nouns)	nouns
178. Meister Pfriem ., 188. Spindel , Weberschiffchen und Nadel .	2	 Haus,  Arbeit
179. Die Gänsehirtin am Brunnen ., 196. Oll Rinkrank .	2	 Tochter,  König
179. Die Gänsehirtin am Brunnen ., full corpus	2	 Haus,  Mädchen
180. Die ungleichen Kinder Evas ., 188. Spindel , Weberschiffchen und Nadel .	2	 Haus,  Hand
180. Die ungleichen Kinder Evas ., 194. Die Kornähre .	2	 Herr,  Gott
181. Die Nixe im Teich ., 199. Der Stiefel von Büffelleder .	2	 Alte,  Jäger
185. Der arme Junge im Grab ., full corpus	2	 Tag,  Mann
186. Die wahre Braut ., 191. Das Meerhäschen .	2	 Tag,  Schloß
189. Der Bauer und der Teufel ., 195. Der Grabhügel .	2	 Bauer,  Teufel
193. Der Trommler ., 199. Der Stiefel von Büffelleder .	2	 Alte,  Wald
193. Der Trommler ., full corpus	2	 Wald,  Mädchen
198. Jungfrau Maleen ., full corpus	2	 Vater,  De
199. Der Stiefel von Büffelleder ., full corpus	2	 Tag,  Wald
1. Der Froschkönig oder der eiserne Heinrich ., 3. Marienkind .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 4. Mährchen von einem , der auszog das Fürchten zu lernen .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 5. Der Wolf und die sieben jungen Geislein .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 6. Der treue Johannes .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 7. Der gute Handel .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 10. Das Lumpengesindel .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 11. Brüderchen und Schwesterchen .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 15. Hänsel und Grethel .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 19. Von dem Fischer un syner Fru .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 22. Das Räthsel .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 24. Frau Holle .	1	 Brunnen
1. Der Froschkönig oder der eiserne Heinrich ., 26. Rothkäppchen .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 28. Der singende Knochen .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 30. Läuschen und Flöhchen .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 37. Daumesdick .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 40. Der Räuberbräutigam .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 41. Herr Korbes .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 42. Der Herr Gevatter .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 48. Der alte Sultan .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 49. Die sechs Schwäne .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 50. Dornröschen .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 52. König Drosselbart .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 55. Rumpelstilzchen .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 57. Der goldene Vogel .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 58. Der Hund und der Sperling .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 60. Die zwei Brüder .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 61. Das Bürle .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 67. Die zwölf Jäger .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 69. Jorinde und Joringel .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 70. Die drei Glückskinder .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 71. Sechse kommen durch die ganze Welt .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 73. Der Wolf und der Fuchs .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 75. Der Fuchs und die Katze .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 79. Die Wassernixe .	1	 Brunnen
1. Der Froschkönig oder der eiserne Heinrich ., 81. Bruder Lustig .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 85. Die Goldkinder .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 89. Die Gänsemagd .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 96. De drei Vügelkens .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 98. Doctor Allwissend .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 99. Der Geist im Glas .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 102. Der Zaunkönig und der Bär .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 103. Der süße Brei .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 107. Die beiden Wanderer .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 108.	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 113. De beiden Künigeskinner .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 119. Die sieben Schwaben .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 121. Der Königssohn der sich vor nichts fürchtet .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 123. Die Alte im Wald .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 126. Ferenand getrü und Ferenand ungetrü .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 128. Die faule Spinnerin .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 129. Die vier kunstreichen Brüder .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 132. Der Fuchs und das Pferd .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 149. Der Hahnenbalken .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 150. Die alte Bettelfrau .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 152. Das Hirtenbüblein .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 158. Das Märchen vom Schlauraffenland .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 161. Schneeweißchen und Rosenroth .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 165. Der Vogel Greif .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 169. Das Waldhaus .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., 171. Der Zaunkönig .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 175. Der Mond .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 178. Meister Pfriem .	1	 Wagen
1. Der Froschkönig oder der eiserne Heinrich ., 179. Die Gänsehirtin am Brunnen .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 181. Die Nixe im Teich .	1	 Wasser
1. Der Froschkönig oder der eiserne Heinrich ., 196. Oll Rinkrank .	1	 König
1. Der Froschkönig oder der eiserne Heinrich ., 197. Die Krystallkugel .	1	 Königstochter
1. Der Froschkönig oder der eiserne Heinrich ., 199. Der Stiefel von Büffelleder .	1	 Wald
1. Der Froschkönig oder der eiserne Heinrich ., full corpus	1	 Wald
2. Katze und Maus in Gesellschaft ., 3. Marienkind .	1	 Kind
2. Katze und Maus in Gesellschaft ., 5. Der Wolf und die sieben jungen Geislein .	1	 Kind
2. Katze und Maus in Gesellschaft ., 6. Der treue Johannes .	1	 Kind
2. Katze und Maus in Gesellschaft ., 7. Der gute Handel .	1	 Tag
2. Katze und Maus in Gesellschaft ., 9. Die zwölf Brüder .	1	 Kind
2. Katze und Maus in Gesellschaft ., 10. Das Lumpengesindel .	1	 Haus
2. Katze und Maus in Gesellschaft ., 11. Brüderchen und Schwesterchen .	1	 Kind
2. Katze und Maus in Gesellschaft ., 13. Die drei Männlein im Walde .	1	 Haus
2. Katze und Maus in Gesellschaft ., 14. Die drei Spinnerinnen .	1	 Tag
2. Katze und Maus in Gesellschaft ., 16. Die drei Schlangenblätter .	1	 Tag
2. Katze und Maus in Gesellschaft ., 24. Frau Holle .	1	 Haus
2. Katze und Maus in Gesellschaft ., 25. Die sieben Raben .	1	 Kind
2. Katze und Maus in Gesellschaft ., 27. Die Bremer Stadtmusikanten .	1	 Haus
2. Katze und Maus in Gesellschaft ., 31. Das Mädchen ohne Hände .	1	 Kind
2. Katze und Maus in Gesellschaft ., 32. Der gescheidte Hans .	1	 Tag
2. Katze und Maus in Gesellschaft ., 34. Die kluge Else .	1	 Kind
2. Katze und Maus in Gesellschaft ., 37. Daumesdick .	1	 Kind
2. Katze und Maus in Gesellschaft ., 40. Der Räuberbräutigam .	1	 Haus
2. Katze und Maus in Gesellschaft ., 41. Herr Korbes .	1	 Haus
2. Katze und Maus in Gesellschaft ., 42. Der Herr Gevatter .	1	 Kind
2. Katze und Maus in Gesellschaft ., 48. Der alte Sultan .	1	 Kind
2. Katze und Maus in Gesellschaft ., 51. Fundevogel .	1	 Haus
2. Katze und Maus in Gesellschaft ., 53. Sneewittchen .	1	 Kind
2. Katze und Maus in Gesellschaft ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Tag
2. Katze und Maus in Gesellschaft ., 55. Rumpelstilzchen .	1	 Name
2. Katze und Maus in Gesellschaft ., 56. Der Liebste Roland .	1	 Kind
2. Katze und Maus in Gesellschaft ., 59. Der Frieder und das Catherlieschen .	1	 Haus
2. Katze und Maus in Gesellschaft ., 69. Jorinde und Joringel .	1	 Tag
2. Katze und Maus in Gesellschaft ., 73. Der Wolf und der Fuchs .	1	 Tag
2. Katze und Maus in Gesellschaft ., 74. Der Fuchs und die Frau Gevatterin .	1	 Gevatter
2. Katze und Maus in Gesellschaft ., 76. Die Nelke .	1	 Kind
2. Katze und Maus in Gesellschaft ., 79. Die Wassernixe .	1	 Kirche
2. Katze und Maus in Gesellschaft ., 85. Die Goldkinder .	1	 Haus
2. Katze und Maus in Gesellschaft ., 87. Der Arme und der Reiche .	1	 Haus
2. Katze und Maus in Gesellschaft ., 102. Der Zaunkönig und der Bär .	1	 Kind
2. Katze und Maus in Gesellschaft ., 104. Die klugen Leute .	1	 Tag
2. Katze und Maus in Gesellschaft ., 105. Märchen von der Unke .	1	 Kind
2. Katze und Maus in Gesellschaft ., 106. Der arme Müllerbursch und das Kätzchen .	1	 Tag
2. Katze und Maus in Gesellschaft ., 107. Die beiden Wanderer .	1	 Tag
2. Katze und Maus in Gesellschaft ., 108.	1	 Haus
2. Katze und Maus in Gesellschaft ., 111. Der gelernte Jäger .	1	 Name
2. Katze und Maus in Gesellschaft ., 116. Das blaue Licht .	1	 Tag
2. Katze und Maus in Gesellschaft ., 123. Die Alte im Wald .	1	 Tag
2. Katze und Maus in Gesellschaft ., 127. Der Eisenofen .	1	 Tag
2. Katze und Maus in Gesellschaft ., 136. Der Eisenhans .	1	 Tag
2. Katze und Maus in Gesellschaft ., 140. Das Hausgesinde .	1	 Kind
2. Katze und Maus in Gesellschaft ., 141. Das Lämmchen und Fischchen .	1	 Haus
2. Katze und Maus in Gesellschaft ., 144. Das Eselein .	1	 Kind
2. Katze und Maus in Gesellschaft ., 147. Das junggeglühte Männlein .	1	 Haus
2. Katze und Maus in Gesellschaft ., 151 * .	1	 Tag
2. Katze und Maus in Gesellschaft ., 152. Das Hirtenbüblein .	1	 Kind
2. Katze und Maus in Gesellschaft ., 153. Die Sternthaler .	1	 Kind
2. Katze und Maus in Gesellschaft ., 154. Der gestohlene Heller .	1	 Tag
2. Katze und Maus in Gesellschaft ., 161. Schneeweißchen und Rosenroth .	1	 Kind
2. Katze und Maus in Gesellschaft ., 162. Der kluge Knecht .	1	 Haus
2. Katze und Maus in Gesellschaft ., 166. Der starke Hans .	1	 Haus
2. Katze und Maus in Gesellschaft ., 177. Die Boten des Todes .	1	 Tag
2. Katze und Maus in Gesellschaft ., 178. Meister Pfriem .	1	 Haus
2. Katze und Maus in Gesellschaft ., 179. Die Gänsehirtin am Brunnen .	1	 Haus
2. Katze und Maus in Gesellschaft ., 180. Die ungleichen Kinder Evas .	1	 Haus
2. Katze und Maus in Gesellschaft ., 184. Der Nagel .	1	 Haus
2. Katze und Maus in Gesellschaft ., 185. Der arme Junge im Grab .	1	 Tag
2. Katze und Maus in Gesellschaft ., 186. Die wahre Braut .	1	 Tag
2. Katze und Maus in Gesellschaft ., 188. Spindel , Weberschiffchen und Nadel .	1	 Haus
2. Katze und Maus in Gesellschaft ., 191. Das Meerhäschen .	1	 Tag
2. Katze und Maus in Gesellschaft ., 195. Der Grabhügel .	1	 Kind
2. Katze und Maus in Gesellschaft ., 198. Jungfrau Maleen .	1	 Kirche
2. Katze und Maus in Gesellschaft ., 199. Der Stiefel von Büffelleder .	1	 Tag
2. Katze und Maus in Gesellschaft ., 200. Der goldene Schlüssel .	1	 Haus
3. Marienkind ., 4. Mährchen von einem , der auszog das Fürchten zu lernen .	1	 König
3. Marienkind ., 5. Der Wolf und die sieben jungen Geislein .	1	 Kind
3. Marienkind ., 6. Der treue Johannes .	1	 Kind
3. Marienkind ., 7. Der gute Handel .	1	 König
3. Marienkind ., 12. Rapunzel .	1	 Kind
3. Marienkind ., 14. Die drei Spinnerinnen .	1	 Königin
3. Marienkind ., 15. Hänsel und Grethel .	1	 Kind
3. Marienkind ., 17. Die weiße Schlange .	1	 König
3. Marienkind ., 19. Von dem Fischer un syner Fru .	1	 König
3. Marienkind ., 20. Das tapfere Schneiderlein .	1	 König
3. Marienkind ., 21. Aschenbuttel .	1	 Mädchen
3. Marienkind ., 22. Das Räthsel .	1	 Mädchen
3. Marienkind ., 24. Frau Holle .	1	 Mädchen
3. Marienkind ., 26. Rothkäppchen .	1	 Türe
3. Marienkind ., 29. Der Teufel mit den drei goldenen Haaren .	1	 König
3. Marienkind ., 30. Läuschen und Flöhchen .	1	 Mädchen
3. Marienkind ., 33. Die drei Sprachen .	1	 Jahr
3. Marienkind ., 34. Die kluge Else .	1	 Kind
3. Marienkind ., 37. Daumesdick .	1	 Kind
3. Marienkind ., 40. Der Räuberbräutigam .	1	 Mädchen
3. Marienkind ., 42. Der Herr Gevatter .	1	 Kind
3. Marienkind ., 44. Der Gevatter Tod .	1	 Kind
3. Marienkind ., 48. Der alte Sultan .	1	 Kind
3. Marienkind ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 König
3. Marienkind ., 57. Der goldene Vogel .	1	 König
3. Marienkind ., 59. Der Frieder und das Catherlieschen .	1	 Türe
3. Marienkind ., 60. Die zwei Brüder .	1	 König
3. Marienkind ., 64. Die goldene Gans .	1	 König
3. Marienkind ., 67. Die zwölf Jäger .	1	 Mädchen
3. Marienkind ., 70. Die drei Glückskinder .	1	 König
3. Marienkind ., 79. Die Wassernixe .	1	 Mädchen
3. Marienkind ., 90. Der junge Riese .	1	 Jahr
3. Marienkind ., 91. Dat Erdmänneken .	1	 König
3. Marienkind ., 95. Der alte Hildebrand .	1	 Kind
3. Marienkind ., 97. Das Wasser des Lebens .	1	 König
3. Marienkind ., 101. Der Bärenhäuter .	1	 Jahr
3. Marienkind ., 104. Die klugen Leute .	1	 Himmel
3. Marienkind ., 105. Märchen von der Unke .	1	 Kind
3. Marienkind ., 106. Der arme Müllerbursch und das Kätzchen .	1	 Jahr
3. Marienkind ., 107. Die beiden Wanderer .	1	 König
3. Marienkind ., 108.	1	 König
3. Marienkind ., 110. Der Jude im Dorn .	1	 Jahr
3. Marienkind ., 111. Der gelernte Jäger .	1	 König
3. Marienkind ., 112. Der Dreschflegel vom Himmel .	1	 Himmel
3. Marienkind ., 113. De beiden Künigeskinner .	1	 König
3. Marienkind ., 116. Das blaue Licht .	1	 König
3. Marienkind ., 118. Die drei Feldscherer .	1	 Mädchen
3. Marienkind ., 122. Der Krautesel .	1	 Mädchen
3. Marienkind ., 123. Die Alte im Wald .	1	 Mädchen
3. Marienkind ., 125. Der Teufel und seine Großmutter .	1	 Jahr
3. Marienkind ., 126. Ferenand getrü und Ferenand ungetrü .	1	 König
3. Marienkind ., 140. Das Hausgesinde .	1	 Kind
3. Marienkind ., 144. Das Eselein .	1	 Kind
3. Marienkind ., 146. Die Rübe .	1	 König
3. Marienkind ., 149. Der Hahnenbalken .	1	 Mädchen
3. Marienkind ., 150. Die alte Bettelfrau .	1	 Tür
3. Marienkind ., 153. Die Sternthaler .	1	 Kind
3. Marienkind ., 159. Das Dietmarsische Lügenmärchen .	1	 Himmel
3. Marienkind ., 165. Der Vogel Greif .	1	 König
3. Marienkind ., 166. Der starke Hans .	1	 Jahr
3. Marienkind ., 167. Das Bürle im Himmel .	1	 Himmel
3. Marienkind ., 171. Der Zaunkönig .	1	 König
3. Marienkind ., 175. Der Mond .	1	 Himmel
3. Marienkind ., 178. Meister Pfriem .	1	 Himmel
3. Marienkind ., 181. Die Nixe im Teich .	1	 Jahr
3. Marienkind ., 193. Der Trommler .	1	 Mädchen
3. Marienkind ., 195. Der Grabhügel .	1	 Kind
3. Marienkind ., 196. Oll Rinkrank .	1	 König
3. Marienkind ., 198. Jungfrau Maleen .	1	Jungfrau
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 7. Der gute Handel .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 11. Brüderchen und Schwesterchen .	1	 Nacht
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 12. Rapunzel .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 15. Hänsel und Grethel .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 17. Die weiße Schlange .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 18. Strohhalm , Kohle und Bohne .	1	 Feuer
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 22. Das Räthsel .	1	 Nacht
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Feuer
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 25. Die sieben Raben .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 29. Der Teufel mit den drei goldenen Haaren .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 34. Die kluge Else .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 39. Die Wichtelmänner .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 42. Der Herr Gevatter .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 43. Frau Trude .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 44. Der Gevatter Tod .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 45. Daumerlings Wanderschaft .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 46. Fitchers Vogel .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 52. König Drosselbart .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 57. Der goldene Vogel .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 58. Der Hund und der Sperling .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 59. Der Frieder und das Catherlieschen .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 60. Die zwei Brüder .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 65. Allerleirauh .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 67. Die zwölf Jäger .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 68. De Gaudeif un sien Meester .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 70. Die drei Glückskinder .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 71. Sechse kommen durch die ganze Welt .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 77. Das kluge Grethel .	1	 Feuer
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 85. Die Goldkinder .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 87. Der Arme und der Reiche .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 90. Der junge Riese .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 91. Dat Erdmänneken .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 96. De drei Vügelkens .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 101. Der Bärenhäuter .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 102. Der Zaunkönig und der Bär .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 104. Die klugen Leute .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 109. Das Todtenhemdchen .	1	 Nacht
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 113. De beiden Künigeskinner .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 116. Das blaue Licht .	1	 König
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 118. Die drei Feldscherer .	1	 Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 120. Die drei Handwerksburschen .	1	 Mann
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 121. Der Königssohn der sich vor nichts fürchtet .	1	 Auge
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 124. Die drei Brüder .	1	 Vater
4. Mährchen von einem , der auszog das Fürchten zu lernen ., 126. Ferenand getrü und Ferenand ungetrü .	1	 König
