Characters,CharacterFrequency
"Garten, Apfel",1
"Bruder, Reihe",1
"Jüngling, Herr",1
"Vogel, Apfel",1
"Morgen, Jüngling",1
"Weg, Abend",1
"Vogel, Abend",1
"Wald, Schwanz",1
"Königssohn, Tier",1
"Tier, Schwanz",1
"Vogel, Zeit",1
"Jüngling, Schwanz",1
"Morgen, Feld",1
"Vogel, Soldat",1
"Vogel, Stube",1
"Kammer, Soldat",1
"Soldat, Stube",1
"Soldat, Schloß",1
"Vogel, Königssohn",1
"Kammer, Königssohn",1
"Stube, Apfel",1
"Weg, Stall",1
"Leder, Fuchs",1
"Leder, Haar",1
"Leder, Königssohn",1
"Leder, Schwanz",1
"Leder, Stein",1
"Leder, Holz",1
"Fuchs, Holz",1
"Haar, Holz",1
"Königssohn, Holz",1
"Schwanz, Holz",1
"Stein, Holz",1
"Fuchs, Stall",1
"Fuchs, Pferd",1
"Pferd, Tod",1
"Fuchs, Glück",1
"Jüngling, Herz",1
"Jüngling, Glück",1
"Fuchs, Eltern",1
"Haar, Eltern",1
"Königssohn, Eltern",1
"Schwanz, Eltern",1
"Stein, Eltern",1
"Jüngling, Bett",1
"Morgen, Gnade",1
"Berg, Gnade",1
"Gnade, Tag",1
"Arbeit, Königssohn",1
"Königssohn, Tochter",1
"Arbeit, Fuchs",1
"Arbeit, Berg",1
"Jüngling, Tochter",1
"Fuchs, Vogel",1
"Fuchs, Hand",1
"Jüngling, Königssohn",1
"Königssohn, Sprache",1
"Sprache, Pfote",1
"Weg, Jungfrau",1
"Bruder, Streiche",1
"Bruder, Gut",1
"Streiche, Gut",1
"Fuchs, Brunnen",1
"Vogel, Brunnen",1
"Jungfrau, Brunnen",1
"Pferd, Brunnen",1
"Freude, Jungfrau",1
"Brunnen, Glück",1
"Wald, Jüngling",1
"Wald, Tod",1
"Weg, Tod",1
"Fuchs, Kleid",1
"Bruder, Jüngling",1
"Bruder, Kleid",1
"Jüngling, Kleid",1
"Tod, Kleid",1
"Mann, Kleid",1
"Bruder, Bräutigam",1
"Tod, Bräutigam",1
"Jungfrau, Leute",1
"Jungfrau, Mann",1
"Jüngling, Leute",1
"Sperling, Sprache",1
"Sperling, Brot",1
"Stück, Sprache",1
"Wagen, Wein",1
"Sperling, Wagen",1
"Hund, 'fuhrmann",1
"Wagen, 'fuhrmann",1
"Bruder, Fuhrmann",1
"Sperling, Faß",1
"Sperling, Wein",1
"Fuhrmann, Auge",1
"Vogel, Wein",1
"Sperling, Welt",1
"Heil., Frau",1
"Heil., Wein",1
"Heil., Tod",1
"Heil., Mann",1
"Kranke, Frau",1
"Kranke, Wein",1
"Heil., Bauerin",1
"Bruder, Bauerin",1
"Lamm, Bauerin",1
"Lustig, Bauerin",1
"Teufel, Heil.",1
"Teufel, Lamm",1
"Bruder, Name",1
"Lamm, Name",1
"Lustig, Name",1
"Wald, Lamm",1
"Heil., Feuer",1
"Feuer, Zeit",1
"Feuer, Lamm",1
"Zeit, Lamm",1
"Messer, Lamm",1
"Messer, Lustig",1
"'nein, Ei",1
"Ranzen, Tier",1
"Ranzen, Lamm",1
"Wasser, Mund",1
"Heil., Mund",1
"Lamm, Mund",1
"Heil., Bein",1
"Bein, Bruder",1
"Bein, Soldat",1
"Soldat, Zeit",1
"Königstochter, Lustig",1
"Heil., Schloß",1
"Heil., Leben",1
"Heil., Tochter",1
"Kranke, Bruder",1
"Kranke, Mir_Es",1
"Kranke, Schloß",1
"Kranke, Lustig",1
"Kranke, Leben",1
"König, Lustig",1
"Lustig, Leben",1
"Lustig, Tochter",1
"Heil., Freude",1
"Heil., Hans",1
"Gold, Freude",1
"Freude, Ranzen",1
"Hans, Ranzen",1
"Hans, Bruder",1
"Hans, König",1
"Wald, Lustig",1
"Weg, Ei",1
"Weg, Lamm",1
"Heil., Kopf",1
"Gold, Lamm",1
"Ei, Soldat",1
"Soldat, Herz",1
"Soldat, Tier",1
"Soldat, Lamm",1
"Soldat, Kopf",1
"Lamm, Kopf",1
"Lustig, Kopf",1
"Heil., Geld",1
"Soldat, Mensch",1
"Heil., Königstochter",1
"Gold, Verstand",1
"Ranzen, Verstand",1
"Bruder, Verstand",1
"Heil., Ding",1
"Heil., Tor",1
"Gold, Ding",1
"Ranzen, Mir_Es",1
"Ranzen, Ding",1
"Ranzen, Tor",1
"Ranzen, Mensch",1
"Bruder, Ding",1
"Mir_Es, Ding",1
"Mir_Es, Tor",1
"Ding, Ei",1
"Ding, Lustig",1
"Ei, Tor",1
"Ei, Mensch",1
"Tor, Mensch",1
"Mensch, Lustig",1
"Geld, Wein",1
"Wein, Kreuzer",1
"Ranzen, Gans",1
"Ranzen, Türe",1
"Gans, Türe",1
"Wein, Gans",1
"Wein, Lustig",1
"Wirt, Tür",1
"Wirt, Soldat",1
"Wirt, Wiese",1
"Tür, Wiese",1
"Tür, Gans",1
"Soldat, Wiese",1
"Soldat, Gans",1
"Wiese, Mann",1
"Wirt, Schlüssel",1
"Schlüssel, Erde",1
"Schlüssel, Nacht",1
"Schlüssel, Lustig",1
"Schlüssel, Gast",1
"Erde, Lustig",1
"Bett, Lustig",1
"Bett, Gast",1
"Nacht, Lustig",1
"Schloß, Gast",1
"Lustig, Haus",1
"Lustig, Gast",1
"Teufel, Gesicht",1
"Lustig, Fuß",1
"Lustig, Gesicht",1
"Fuß, Gesicht",1
"Teufel, Soldat",1
"Haar, Soldat",1
"Ranzen, Ecke",1
"Morgen, Lustig",1
"Wirt, Geist",1
"Wirt, Ranzen",1
"Geist, Ranzen",1
"Geist, Bruder",1
"Geist, Lustig",1
"Ranzen, Schloß",1
"Teufel, Geselle",1
"Teufel, 'nein",1
"Geselle, Ranzen",1
"Geselle, Bruder",1
"Welt, Lustig",1
"Weg, Himmel",1
"Tor, Mann",1
"Lustig, Mann",1
"Ranzen, Auge",1
"Lustig, Auge",1
"Heil., Himmel",1
"'nein, Himmel",1
"E, Leute",1
"E, Haus",1
"Leute, Eine",1
"Leute, Spielhansel",1
"Herrgott, Nacht",1
"Herrgott, Haus",1
"G'sogt, Nacht",1
"G'sogt, Haus",1
"G'sogt, Hietzt",1
"Nacht, Hietzt",1
"Nacht, Spielhansel",1
"Haus, Hietzt",1
"Brot, Zahn",1
"Sand, Haus",1
"Herrgott, Geld",1
"Geld, E",1
"Geld, Spielhansel",1
"Brot, Hietzt",1
"Keller, Sand",1
"Keller, Herrgott",1
"Keller, G'sogt",1
"Keller, E",1
"Keller, Eine",1
"Sand, G'sogt",1
"Sand, E",1
"Sand, Herr",1
"Herrgott, Wein",1
"Herrgott, Herr",1
"G'sogt, Wein",1
"G'sogt, Herr",1
"E, Wein",1
"E, Herr",1
"Wein, Eine",1
"Eine, Herr",1
"Wein, Hietzt",1
"E, Baum",1
"E, Himmel",1
"De, Baum",1
"Baum, Spielhansel",1
"Himmel, Spielhansel",1
"Herrgott, Wide",1
"Welt, Eine",1
"G'sogt, Wide",1
"G'sogt, Jahr",1
"G'sogt, Mensch",1
"Wide, Jahr",1
"Wide, Mensch",1
"Jahr, E",1
"Jahr, Eine",1
"Jahr, Spielhansel",1
"Mensch, E",1
"Mensch, Eine",1
"Mensch, Spielhansel",1
"Sand, Ding",1
"Sand, Mensch",1
"Herrgott, Ding",1
"Herrgott, Mensch",1
"Ding, Zahn",1
"Mensch, Hietzt",1
"Mensch, Zahn",1
"Sand, Welt",1
"Welt, Wide",1
"Welt, E",1
"Sand, Himmel",1
"Himmel, Zahn",1
"Ding, Himmel",1
"Wide, Himmel",1
"Mutter, Herr",1
"Gold, Zeit",1
"Stück, Jahr",1
"Stück, Zeit",1
"Stück, Kopf",1
"Stück, Herr",1
"Hans, Tüchlein",1
"Tüchlein, Haus",1
"Bein, Pferd",1
"Stuhl, Schuh",1
"Stuhl, Hans",1
"Stuhl, Mir_Es",1
"Stuhl, Stein",1
"Stuhl, Kopf",1
"Gold, Schuh",1
"Schuh, Hans",1
"Schuh, Mir_Es",1
"Schuh, Stein",1
"Schuh, Kopf",1
"Hans, Mir_Es",1
"Hans, Fuß",1
"Mir_Es, Fuß",1
"Mir_Es, Stein",1
"Weg, Kuh",1
"Milch, Tag",1
"Käse, Tag",1
"Freude, Bauer",1
"Milch, Stück",1
"Milch, Mir_Es",1
"Milch, Brot",1
"Stück, Käse",1
"Stück, Kuh",1
"Stück, Butter",1
"Mir_Es, Kuh",1
"Brot, Kuh",1
"Bier, Freude",1
"Bier, Herz",1
"Bier, Heller",1
"Freude, Heller",1
"Herz, Heller",1
"Mutter, Kuh",1
"Milch, Ding",1
"Ding, Kuh",1
"Milch, Baum",1
"Weg, Schwein",1
"Hans, Streiche",1
"Milch, Ei",1
"Milch, Haar",1
"Milch, Tier",1
"Milch, Kopf",1
"Hans, Haar",1
"Hans, Tier",1
"Ei, Haar",1
"Haar, Tier",1
"Haar, Kuh",1
"Tier, Kuh",1
"Hans, Wurst",1
"Hand, Wurst",1
"Hand, Kuh",1
"Wurst, Kuh",1
"Wurst, Schwein",1
"Leute, Schwein",1
"Gott, Gans",1
"Gott, Schwein",1
"Gold, Kuh",1
"Gold, Schwein",1
"Ei, Pferd",1
"Ei, Gans",1
"Ei, Schwein",1
"Ei, Glück",1
"Jahr, Pferd",1
"Jahr, Gans",1
"Jahr, Kuh",1
"Jahr, Schwein",1
"Geld, Pferd",1
"Geld, Schwein",1
"Pferd, Gans",1
"Pferd, Schwein",1
"Pferd, Glück",1
"Gans, Kuh",1
"Gans, Glück",1
"Kuh, Glück",1
"Schwein, Glück",1
"Glück, Kopf",1
"Hans, Mensch",1
"Erde, Geld",1
"Erde, Gans",1
"Freude, Bein",1
"Bein, Herz",1
"Bein, Kuh",1
"Kuh, Auge",1
"Kuh, Stein",1
"Trunk, Brunnen",1
"Trunk, Stein",1
"Freude, Gnade",1
"Hans, Gnade",1
"Gnade, Auge",1
"Mutter, Mensch",1
"Vetter, Bauer",1
"Vetter, Frau",1
"Vetter, Milch",1
"Vetter, Topf",1
"Vetter, Weißbrot",1
"Vetter, Heller",1
"Milch, Topf",1
"Milch, Hand",1
"Milch, Weißbrot",1
"Milch, Heller",1
"Topf, Hans",1
"Topf, Hand",1
"Topf, Weißbrot",1
"Topf, Heller",1
"Hans, Weißbrot",1
"Hans, Heller",1
"Hand, Weißbrot",1
"Hand, Heller",1
"Weißbrot, Heller",1
"Vetter, Vater",1
"Weg, Finger",1
"Weg, Placken",1
"Weg, Gut",1
"Hochzeit, Finger",1
"Hochzeit, Wiese",1
"Hochzeit, Placken",1
"Hans, Finger",1
"Hans, Wiese",1
"Hans, Placken",1
"Hans, Kleid",1
"Hans, Bräutigam",1
"Finger, Wiese",1
"Finger, Placken",1
"Finger, Feld",1
"Finger, Gut",1
"Finger, Bräutigam",1
"Frau, Wiese",1
"Frau, Placken",1
"Wiese, Placken",1
"Wiese, Gut",1
"Wiese, Kleid",1
"Wiese, Bräutigam",1
"Placken, Feld",1
"Placken, Tag",1
"Placken, Kleid",1
"Placken, Bräutigam",1
"Feld, Gut",1
"Feld, Bräutigam",1
"Gut, Kleid",1
"Kleid, Bräutigam",1
"Schnee, Stein",1
"Kleid, Stein",1
"Wasser, Glück",1
"Welt, Fisch",1
"Mensch, Fisch",1
"Mensch, Glück",1
"Sprache, Glück",1
"Auge, Kleid",1
"Fisch, Nacht",1
"Fisch, Gut",1
"Nacht, Gut",1
"Gut, Mann",1
"Stück, Fisch",1
"Stück, Haus",1
"Erde, Fisch",1
"Hand, Fisch",1
"Fisch, Pferd",1
"Welt, Goldkind",1
"Goldkind, Leute",1
"Gold, Räuber",1
"Räuber, Pferd",1
"Räuber, Leute",1
"Mädchen, Goldkind",1
"Hochzeit, Goldkind",1
"Freude, Goldkind",1
"Freude, Bräutigam",1
"Frau, Goldkind",1
"Goldkind, Herz",1
"Goldkind, Tochter",1
"Goldkind, Bräutigam",1
"Braut, 'er",1
"'er, Herz",1
"'er, Mann",1
"Morgen, Hirsch",1
"Morgen, Braut",1
"Morgen, Goldkind",1
"Hirsch, Braut",1
"Hirsch, Goldkind",1
"Hirsch, Jagd",1
"Goldkind, Jagd",1
"Hirsch, Abend",1
"Hirsch, Tag",1
"Hirsch, Auge",1
"Abend, Auge",1
"Hexe, Goldkind",1
"Goldkind, Haus",1
"Hirsch, Haus",1
"Hirsch, Mann",1
"Hexe, Braut",1
"Hexe, Herz",1
"Gott, Pferd",1
"Hexe, Leben",1
"Finger, Bruder",1
"Finger, Leben",1
"Finger, Stein",1
"Fuchs, Schrecken",1
"Fuchs, Herde",1
"Fuchs, Wiese",1
"Schrecken, Herde",1
"Schrecken, Wiese",1
"Schrecken, Gans",1
"Schrecken, Leben",1
"Herde, Gans",1
"Herde, Leben",1
"Wiese, Leben",1
"Fuchs, Gnade",1
"Fuchs, Gebet",1
"Reihe, Herz",1
"Reihe, Gans",1
"Reihe, Leben",1
"Reihe, Gnade",1
"Herz, Gans",1
"Herz, Gnade",1
"Herz, Gebet",1
"Gans, Gnade",1
"Gans, Gebet",1
"Leben, Gebet",1
"Gnade, Gebet",1
"Ga, Reihe",1
"Ga, Gebet",1
"Mann, 'fuhrmann",1
"Fuhrmann, Stube",1
"Fuhrmann, Gut",1
"Stube, Gut",1
"Sperling, Wand",1
"Sperling, Haus",1
"Sperling, Tisch",1
"Sperling, Spieglein",1
"Wand, Tisch",1
"Haus, Spieglein",1
"Tisch, Spieglein",1
"Sperling, Mund",1
"Vogel, Mund",1
"Frau, Fuhrmann",1
"Frau, 'fuhrmann",1
"Fuhrmann, Mund",1
"Mund, 'fuhrmann",1
"Kopf, 'fuhrmann",1
"Trunk, Feuer",1
"Trunk, Tisch",1
"Feuer, Wurst",1
"Feuer, Friedearche",1
"Frieder, Tag",1
"Frieder, Tisch",1
"Wurst, Tag",1
"Wurst, Butter",1
"Wurst, Tisch",1
"Katerliesechen, Tag",1
"Katerliesechen, Tisch",1
"Tag, Friedearche",1
"Butter, Tisch",1
"Friedearche, Tisch",1
"Bier, Erde",1
"Erde, Hund",1
"Erde, Wurst",1
"Erde, Katerliesechen",1
"Stück, Feld",1
"Stück, Wurst",1
"Stück, Katerliesechen",1
"Hund, Feld",1
"Feld, Wurst",1
"Keller, Hahn",1
"Hahn, Faß",1
"Hahn, Katerliesechen",1
"Faß, Zeit",1
"Katerliesechen, Treppe",1
"Frieder, Sack",1
"Keller, Sack",1
"Trunk, Zeit",1
"Trunk, Sack",1
"Zeit, Sack",1
"Keller, Mir_Es",1
"Keller, Hund",1
"Keller, Frieder",1
"Keller, Friedearche",1
"Bier, Mir_Es",1
"Bier, Sprache",1
"Bier, Friedearche",1
"Mir_Es, Faß",1
"Mir_Es, Wurst",1
"Faß, Hund",1
"Faß, Frieder",1
"Faß, Wurst",1
"Faß, Friedearche",1
"Hund, Frieder",1
"Hund, Friedearche",1
"Sprache, Wurst",1
"Gold, Topf",1
"Gold, Taler",1
"Topf, Stall",1
"Topf, Taler",1
"Topf, Mann",1
"Frau, Taler",1
"Stall, Taler",1
"Taler, Katerliesechen",1
"'nein, Topf",1
"'nein, Frieder",1
"'nein, Friedearche",1
"Topf, Sprache",1
"Topf, Frieder",1
"Topf, Friedearche",1
"Stall, Geld",1
"Stall, Leute",1
"Geld, Katerliesechen",1
"Leute, Katerliesechen",1
"Gold, Käse",1
"Gold, Butter",1
"Käse, Fuß",1
"Frieder, Fuß",1
"Katerliesechen, Fuß",1
"Fuß, Butter",1
"Fuß, Friedearche",1
"Weg, 'jst",1
"'jst, Stück",1
"'jst, Berg",1
"Stück, Berg",1
"Käse, Herz",1
"Herz, Butter",1
"Bein, Frieder",1
"Bein, Katerliesechen",1
"Käse, Mann",1
"Mann, Butter",1
"Berg, Mir_Es",1
"Berg, Frieder",1
"Berg, Katerliesechen",1
"Berg, Friedearche",1
"Sprache, Butter",1
"Trunk, Krug",1
"Trunk, Käse",1
"Trunk, Haus",1
"Trunk, Türe",1
"Krug, Mir_Es",1
"Krug, Käse",1
"Krug, Frieder",1
"Krug, Brot",1
"Krug, Katerliesechen",1
"Krug, Haus",1
"Krug, Türe",1
"Krug, Butter",1
"Krug, Friedearche",1
"Käse, Türe",1
"Frieder, Brot",1
"Brot, Katerliesechen",1
"Brot, Friedearche",1
"Haus, Butter",1
"Türe, Butter",1
"Zeit, Friedearche",1
"Gott, Haustür",1
"Gott, Friedearche",1
"Haustür, Friedearche",1
"Frieder, Stein",1
"Morgen, Katerliesechen",1
"Morgen, Name",1
"Morgen, Stein",1
"Morgen, Friedearche",1
"Vogel, Katerliesechen",1
"Vogel, Name",1
"Vogel, Friedearche",1
"Katerliesechen, Stein",1
"Türe, Stein",1
"Name, Stein",1
"Stein, Friedearche",1
"Weile, Katerliesechen",1
"Weile, Türe",1
"Weile, Name",1
"Weile, Friedearche",1
"Teufel, Ei",1
"Teufel, Frieder",1
"Teufel, Katerliesechen",1
"Teufel, Türe",1
"Teufel, Friedearche",1
"Ei, Frieder",1
"Ei, Katerliesechen",1
"Ei, Baum",1
"Ei, Friedearche",1
"Frieder, Name",1
"Baum, Türe",1
"Baum, Name",1
"Baum, Friedearche",1
"Feld, Frieder",1
"Feld, Friedearche",1
"Rock, Ehre",1
"Rock, Feld",1
"Rock, Katerliesechen",1
"Rock, Kleid",1
"Ehre, Feld",1
"Ehre, Katerliesechen",1
"Ehre, Kleid",1
"Katerliesechen, Kleid",1
"Nacht, Frieder",1
"Nacht, Katerliesechen",1
"Nacht, Friedearche",1
"Mann, Friedearche",1
"Pfarrer, Land",1
"Pfarrer, Katerliesechen",1
"Feld, Land",1
"Teufel, Gott",1
"Teufel, Herr",1
"Gott, Fuß",1
"Pfarrer, Sprache",1
"Teufel, Bein",1
"Pfarrer, Bein",1
"Bein, Fuß",1
"Besen, Herz",1
"Knabe, Haus",1
"Geld, Feder",1
"Feder, Mann",1
"Vogel, Ei",1
"Morgen, Herz",1
"Vogel, Herz",1
"Vogel, Spieß",1
"Arbeit, Spieß",1
"Spieß, Kind",1
"Frau, Hahnchen",1
"Herz, Hahnchen",1
"Hahnchen, Mann",1
"Bruder, Jäger",1
"Freude, Alte",1
"Freude, Jäger",1
"Weg, Messer",1
"Herz, Junge",1
"Löwe, Junge",1
"Wolf, Junge",1
"Hase, Junge",1
"Weg, Huhn",1
"Fuchs, Messer",1
"Fuchs, Weile",1
"Messer, Löwe",1
"Messer, Weile",1
"Messer, Hase",1
"Messer, Tod",1
"Löwe, Weile",1
"Löwe, Baum",1
"Löwe, Tod",1
"Tier, Weile",1
"Weile, Wolf",1
"Weile, Hase",1
"Weile, Tod",1
"Wolf, Tod",1
"Hase, Baum",1
"Hase, Tod",1
"Baum, Tod",1
"Hahn, Fuchs",1
"Hahn, Huhn",1
"Hahn, Löwe",1
"Hahn, Wolf",1
"Hahn, Hase",1
"Huhn, Löwe",1
"Huhn, Wolf",1
"Huhn, Hase",1
"Wirt, Kuh",1
"Wirt, 'nein",1
"Berg, Land",1
"Wirt, Frau",1
"Wirt, Reich",1
"Wirt, Jungfrau",1
"Wirt, Tod",1
"Frau, Drachen",1
"Reich, Leben",1
"Reich, Gnade",1
"Jungfrau, Leben",1
"Sprache, Gnade",1
"Sprache, Tod",1
"Leben, Drachen",1
"Gnade, Tod",1
"Gnade, Drachen",1
"Gnade, Tochter",1
"Jäger, Tod",1
"Tod, Drachen",1
"Tod, Tochter",1
"Kirche, Mann",1
"Berg, Königstochter",1
"Berg, Kirche",1
"Schrecken, Erde",1
"Schrecken, Königstochter",1
"Schrecken, Kirche",1
"Drachen, Auge",1
"Vater, Löwe",1
"Vater, Drachen",1
"Jäger, Name",1
"Erde, Feuer",1
"Feuer, Löwe",1
"Berg, Drachen",1
"Herz, Drachen",1
"Jungfrau, Gemahlin",1
"Jahr, Jäger",1
"Tier, Pfote",1
"Hase, Pfote",1
"Pfote, Herr",1
"Berg, Mund",1
"Berg, Löwe",1
"Löwe, Herz",1
"Löwe, Mund",1
"Löwe, Leben",1
"Herz, Hase",1
"Mund, Hase",1
"Mund, Jäger",1
"Jungfrau, Kopf",1
"Wirt, Freude",1
"Wirt, Hochzeit",1
"Hochzeit, Brot",1
"Bein, Brot",1
"Hund, Ei",1
"Hund, Soldat",1
"Stuhl, Schloß",1
"Stuhl, Hase",1
"Schloß, Hase",1
"Schloß, Fuß",1
"Freude, Hase",1
"Freude, Herr",1
"Kammer, Brot",1
"Kammer, Hase",1
"Brot, Drachen",1
"Hase, Drachen",1
"Mir_Es, Hase",1
"Mir_Es, Herr",1
"Hase, Türe",1
"Stuhl, Fuchs",1
"Stuhl, Hund",1
"Stuhl, Jäger",1
"Stuhl, Ecke",1
"Fuchs, Ecke",1
"Hund, Königstochter",1
"Königstochter, Ecke",1
"Fuß, Ecke",1
"Fuchs, Koch",1
"Fuchs, Drachen",1
"König, Schwanz",1
"Kammer, Schwanz",1
"Koch, Schwanz",1
"Schwanz, Drachen",1
"Schloß, Wolf",1
"Wolf, Kleid",1
"Koch, Wolf",1
"Wolf, Drachen",1
"Weg, Wirt",1
"Weg, Löwe",1
"Löwe, Leute",1
"Löwe, Kammer",1
"Kammer, Wein",1
"Wein, Schloß",1
"Wein, Drachen",1
"Wein, Diener",1
"'nein, Faß",1
"Keller, Erde",1
"Keller, Ohr",1
"Keller, Mensch",1
"Erde, Sprache",1
"Erde, Wein",1
"Ohr, Löwe",1
"Ohr, Mensch",1
"Ohr, Sprache",1
"Ohr, Wein",1
"Löwe, Mensch",1
"Mensch, Wein",1
"Keller, Türe",1
"Wirt, Fuchs",1
"Wirt, Löwe",1
"Wirt, Hase",1
"Fuchs, Ding",1
"Fuchs, Wein",1
"Fuchs, Brot",1
"Ding, Löwe",1
"Ding, Sprache",1
"Ding, Königstochter",1
"Ding, Hase",1
"Ding, Jäger",1
"Ding, Herr",1
"Löwe, Brot",1
"Tier, Wein",1
"Tier, Brot",1
"Wein, Hase",1
"Wirt, Bräutigam",1
"Hand, Bräutigam",1
"Königstochter, Bräutigam",1
"Königstochter, Tisch",1
"Jäger, Bräutigam",1
"Bräutigam, Herr",1
"Wirt, Pferd",1
"Wirt, Wagen",1
"Pferd, Tochter",1
"Wagen, Tochter",1
"Wagen, Kleid",1
"Diener, Kleid",1
"Sprache, Gemahlin",1
"Jäger, Gemahlin",1
"Löwe, Name",1
"Jungfrau, Name",1
"Schloß, Name",1
"Drachen, Name",1
"Drachen, Kopf",1
"Ding, Königin",1
"Freude, Jagd",1
"Leute, Abend",1
"Tier, Stimme",1
"Hexe, 'nein",1
"Hexe, Weib",1
"'nein, Weib",1
"'nein, Baum",1
"'nein, Stein",1
"Weib, Tier",1
"Weib, Sprache",1
"Weib, Baum",1
"Weib, Stein",1
"Messer, Gemahlin",1
"Bruder, Gemahlin",1
"Tier, Tag",1
"Tier, Gemahlin",1
"Hexe, Rock",1
"Hexe, Kugel",1
"Rock, Kugel",1
"Rock, Sprache",1
"Rock, Jäger",1
"Rock, Kunst",1
"Kugel, Kunst",1
"Sprache, Kunst",1
"Jäger, Kunst",1
"Hexe, 'er",1
"Hexe, Gnade",1
"Hexe, Fuß",1
"'er, Feuer",1
"'er, Bruder",1
"'er, Hand",1
"'er, Tier",1
"'er, Gnade",1
"'er, Fuß",1
"'er, Stein",1
"Feuer, Gnade",1
"Feuer, Fuß",1
"Bruder, Hand",1
"Bruder, Gnade",1
"Tier, Gnade",1
"Tier, Fuß",1
"Gnade, Fuß",1
"Wald, Licht",1
"Hexe, Weg",1
"Hexe, Schloß",1
"Hexe, Licht",1
"Schloß, Licht",1
"Bruder, Ehre",1
"Bruder, Herr",1
"König, Ehre",1
"Ehre, Königin",1
"Ehre, Kopf",1
"Ehre, Herr",1
"Land, Kopf",1
"Land, Herr",1
"Zeit, Hase",1
"Tor, Tier",1
"Tor, Zeit",1
"Tor, Jagd",1
"Tor, Sprache",1
"Löwe, Tisch",1
"Gevatter, Kuh",1
"Gevatter, Kopf",1
"Gevatter, Holz",1
"Kuh, Holz",1
"Kopf, Holz",1
"Kuh, Name",1
"Bürle, Name",1
"Herde, Bein",1
"Herde, Haustür",1
"Bein, Bürle",1
"Bein, Haustür",1
"Schultheiß, Kuh",1
"Sprache, Kuh",1
"Herz, Bürle",1
"Gott, Kuchen",1
"Sprache, Kuchen",1
"Kuchen, Mann",1
"Welt, Bürle",1
"'er, Rabe",1
"'er, Erde",1
"'er, Ding",1
"'er, Kopf",1
"Rabe, Ding",1
"Erde, Ding",1
"Erde, Bürle",1
"Erde, Müller",1
"Müller, Kopf",1
"Wein, Bürle",1
"Wein, Müller",1
"Rabe, Kuchen",1
"Bürle, Kuchen",1
"Kuchen, Müller",1
"Schlüssel, Tisch",1
"Ding, Taler",1
"Teufel, Schlüssel",1
"Teufel, Bürle",1
"Teufel, Haustür",1
"Schlüssel, 'er",1
"Schlüssel, Sprache",1
"Schlüssel, Bürle",1
"Schlüssel, Müller",1
"Schlüssel, Haustür",1
"'er, Frau",1
"'er, Haustür",1
"Sprache, Haustür",1
"Müller, Haustür",1
"Morgen, Bürle",1
"Taler, Auge",1
"Bürle, Auge",1
"Müller, Auge",1
"Schultheiß, Schnee",1
"Schultheiß, Geld",1
"Schultheiß, Haus",1
"Bauer, Schnee",1
"Schnee, Geld",1
"Schnee, Bürle",1
"Geld, Bürle",1
"Geld, Haus",1
"Schultheiß, Magd",1
"Schultheiß, Taler",1
"Magd, Taler",1
"Schultheiß, Licht",1
"Licht, Bürle",1
"Bürle, Tod",1
"Wasser, Herde",1
"Wasser, Wiese",1
"Schultheiß, Wiese",1
"Schultheiß, Lamm",1
"Schultheiß, Himmel",1
"Herde, Lamm",1
"Herde, Himmel",1
"Bauer, Wiese",1
"Bauer, Himmel",1
"Faß, Wiese",1
"Faß, Lamm",1
"Faß, Himmel",1
"Wiese, Sprache",1
"Wiese, Lamm",1
"Wiese, Himmel",1
"Sprache, Himmel",1
"Lamm, Bürle",1
"Lamm, Himmel",1
"Bürle, Himmel",1
"Ente, Leide_Es",1
"Ente, Tier",1
"Ente, Frieden",1
"Ei, Leide_Es",1
"Ei, See",1
"Ei, Frieden",1
"Leide_Es, See",1
"Tier, See",1
"See, Frieden",1
"Bruder, Honig",1
"Leide_Es, Honig",1
"Tier, Honig",1
"Honig, Frieden",1
"Honig, Baum",1
"Tür, Bruder",1
"Tür, Stall",1
"Tür, Dümmling",1
"Tür, Mensch",1
"Tür, Leide_Es",1
"Tür, Pferd",1
"Tür, Stube",1
"Tür, Frieden",1
"Stall, Dümmling",1
"Stall, Mensch",1
"Stall, Leide_Es",1
"Stall, Stube",1
"Stall, Frieden",1
"Stall, Türe",1
"Dümmling, Stube",1
"Dümmling, Schloß",1
"Dümmling, Türe",1
"Mensch, Leide_Es",1
"Mensch, Stube",1
"Mensch, Frieden",1
"Mensch, Türe",1
"Leide_Es, Pferd",1
"Leide_Es, Stube",1
"Leide_Es, Schloß",1
"Leide_Es, Türe",1
"Pferd, Stube",1
"Pferd, Frieden",1
"Pferd, Türe",1
"Tier, Stube",1
"Stube, Frieden",1
"Frieden, Türe",1
"Männchen, Tisch",1
"Aufgabe, Morgen",1
"Aufgabe, Männchen",1
"Aufgabe, Schloß",1
"Männchen, Schloß",1
"Wald, Königstochter",1
"Wald, Perle",1
"Königstochter, Perle",1
"Dümmling, Reihe",1
"Dümmling, Perle",1
"Reihe, Perle",1
"Tier, Perle",1
"Leben, Perle",1
"Aufgabe, Schlüssel",1
"Aufgabe, See",1
"Schlüssel, Königstochter",1
"See, Königstochter",1
"Ente, Schlüssel",1
"Schlüssel, Dümmling",1
"Aufgabe, König",1
"Aufgabe, Tochter",1
"Stück, Honig",1
"Feuer, Dümmling",1
"Feuer, Königssohn",1
"Feuer, Mund",1
"Dümmling, Königssohn",1
"Dümmling, Mund",1
"Königssohn, Mund",1
"Königssohn, Honig",1
