Characters,TaleDistributionFrequency
"Hochzeit, Kopf",1
"Kreuzhacke, Auge",1
"Hochzeit, Kreuzhacke",1
"Keller, Welt",1
"Hans, Tisch",1
"Frau, Brot",1
"Bier, Kind",1
"Krug, Else",1
"Gott, Else",1
"Welt, Else",1
"Bier, Else",1
"Bier, Mann",1
"Hans, Kreuzhacke",1
"Knecht, Kreuzhacke",1
"Bier, Kopf",1
"Hans, Magd",1
"Knecht, Kopf",1
"Bier, Welt",1
"Keller, Else",1
"Frau, Else",1
"Faß, Magd",1
"Else, Haustür",1
"Keller, Mutter",1
"Wand, Kreuzhacke",1
"Magd, Else",1
"Kreuzhacke, Kind",1
"Kreuzhacke, Kopf",1
"Hahn, Auge",1
"Keller, Weile",1
"Magd, Kopf",1
"Hans, Verstand",1
"Keller, Kreuzhacke",1
"Keller, Tisch",1
"Magd, Kreuzhacke",1
"Wand, Krug",1
"Hahn, Kreuzhacke",1
"Gott, Leute",1
"Keller, Vater",1
"Verstand, Else",1
"Hand, Kreuzhacke",1
"Else, Tochter",1
"Wand, Bier",1
"Else, Kreuzhacke",1
"Frau, Knecht",1
"Feld, Weile",1
"Else, Weile",1
"Else, Mann",1
"Knecht, Weile",1
"Verstand, Kind",1
"Topf, Ehre",1
"Bier, Knecht",1
"Keller, Hans",1
"Else, Kopf",1
"Else, Haus",1
"Mutter, Else",1
"Welt, Kreuzhacke",1
"Else, Knecht",1
"Wand, Zeit",1
"Hand, Else",1
"Wand, Else",1
"Magd, Kind",1
"Frau, Kreuzhacke",1
"Hochzeit, Verstand",1
"Geld, Feld",1
"Soldat, Blase",1
"Blase, Himmel",1
"Soldat, Fuß",1
"Schneider, Sessel",1
"Finger, Stimme",1
"Schuh, Blase",1
"Sessel, Meister",1
"Himmel, Tisch",1
"Schneider, Blase",1
"Schneider, Tisch",1
"Erde, Bach",1
"Schneider, Weile",1
"Finger, Leute",1
"Hand, Blase",1
"Schemel, Meister",1
"Schemel, Türe",1
"Garten, Tag",1
"Schuh, Soldat",1
"Sessel, Weile",1
"Schneider, Türe",1
"Schneider, Fuß",1
"Sessel, Erde",1
"Schneider, Stimme",1
"Soldat, Himmel",1
"Schneider, Schemel",1
"Blase, Fuß",1
"Schneider, Schuh",1
"Leute, Stimme",1
"Sessel, Herr",1
"Weib, Herr",1
"Wasser, Türe",1
"Weg, Blase",1
"Sessel, Türe",1
"Wasser, Schemel",1
"Hand, Soldat",1
"Wasser, Sessel",1
"Schneider, Finger",1
"Schneider, Weib",1
"Meister, Türe",1
"Erde, Weib",1
"Stuhl, Sessel",1
"Sessel, Schemel",1
"Frau, Bach",1
"Schneider, Soldat",1
"Schneider, Himmel",1
"Fuß, Himmel",1
"Schemel, Herr",1
"Geselle, Jahr",1
"Geselle, Hand",1
"Fuchs, Auge",1
"Herz, Sohn",1
"Geselle, Esel",1
"Hand, Esel",1
"Wein, Deck",1
"Wirt, Fremde",1
"Esel, Kunst",1
"Wand, Ding",1
"Morgen, Deck",1
"Schneider, Deck",1
"Erde, Fremde",1
"Sohn, Deck",1
"Wagen, Sack",1
"Ziege, Tier",1
"Ziege, Gesicht",1
"Weg, Tischchen",1
"Vater, Erde",1
"Wirt, Tischchen",1
"Schneider, Wein",1
"Welt, Sack",1
"Ziege, Blatt",1
"Rock, Meister",1
"Gnade, Sack",1
"Vater, Tischchen",1
"Ding, Gast",1
"Haus, Kopf",1
"Schneider, Blatt",1
"Tischchen, Ohr",1
"Ziege, Hand",1
"Ziege, Stall",1
"Tischchen, Welt",1
"Messer, Tüchlein",1
"Stube, Deck",1
"Erde, Sack",1
"Alte, Müller",1
"Tischchen, Messer",1
"Wirt, Sack",1
"Schneider, Wand",1
"Wand, Ecke",1
"Tischchen, Sack",1
"Bruder, Deck",1
"Jahr, Wagen",1
"Tüchlein, Wein",1
"Nacht, Esel",1
"Geselle, Koch",1
"Sohn, Esel",1
"Meh, Haus",1
"Wirt, Geselle",1
"Bruder, Müller",1
"Ohr, Deck",1
"Tischchen, Holz",1
"Sack, Deck",1
"Stück, Sohn",1
"Ziege, Sohn",1
"Vater, Arbeit",1
"Stall, Gast",1
"Sohn, Müller",1
"Ding, Ohr",1
"Tischchen, Alte",1
"Rock, Reihe",1
"Geselle, Deck",1
"Brief, Wirt",1
"Tischchen, Zeit",1
"Tischchen, Gnade",1
"Deck, Tisch",1
"Geselle, Stall",1
"Morgen, Stall",1
"Fremde, Tier",1
"Geselle, Ecke",1
"Ziege, Tag",1
"Tier, Gesicht",1
"Ziege, Junge",1
"Stall, Haus",1
"Schneider, Tischchen",1
"Wand, Geselle",1
"Wand, Ziege",1
"Wirt, Koch",1
"Ziege, Esel",1
"Ziege, Haus",1
"Schneider, Haus",1
"Tischchen, Stube",1
"Ziege, Kopf",1
"Vater, Ziege",1
"Stück, Sack",1
"Gold, Fremde",1
"Wagen, Esel",1
"Vater, Sack",1
"Ding, Koch",1
"Schneider, Herz",1
"Geselle, Bett",1
"Reihe, Sack",1
"Ei, Stall",1
"Esel, Auge",1
"Tischchen, Herz",1
"Wand, Nacht",1
"Tischchen, Bruder",1
"Ranzen, Tisch",1
"Weg, Ziege",1
"Geselle, Welt",1
"Wirt, Ecke",1
"Leute, Sack",1
"Wirt, Esel",1
"Ding, Bett",1
"Stall, Esel",1
"Wald, Tischchen",1
"Tüchlein, Herz",1
"Brief, Bruder",1
"Vater, Blatt",1
"Vater, Deck",1
"Tier, Esel",1
"Wirt, Deck",1
"Vater, Esel",1
"Rock, Sack",1
"Haus, Auge",1
"Tischchen, Tüchlein",1
"Fremde, Esel",1
"Tischchen, Deck",1
"Tischchen, Wein",1
"Geselle, Müller",1
"Tischchen, Sohn",1
"Messer, Deck",1
"Welt, Meh",1
"Ziege, Meh",1
"Meh, Gesicht",1
"Wirt, Gold",1
"Geselle, Gnade",1
"Tier, Blatt",1
"Messer, Wein",1
"Müller, Esel",1
"Meh, Kopf",1
"Vater, Stall",1
"Schneider, Stall",1
"Arbeit, Sohn",1
"Erde, Sohn",1
"Blatt, Sohn",1
"Herz, Deck",1
"Gnade, Deck",1
"Wirt, Abend",1
"Schneider, Junge",1
"Müller, Gesicht",1
"Weg, Meh",1
"Stall, Nacht",1
"Tischchen, Wiese",1
"Kraut, Tag",1
"Ding, Deck",1
"Koch, Ecke",1
"Tischchen, Gast",1
"Stall, Junge",1
"Erde, Esel",1
"Ding, Ecke",1
"Morgen, Tischchen",1
"Schneider, Fremde",1
"Tischchen, Meister",1
"Meh, Tier",1
"Rock, Leute",1
"Meister, Müller",1
"Reihe, Kraut",1
"Stall, Sohn",1
"Tier, Junge",1
"Tischchen, Feld",1
"Sprache, Deck",1
"Müller, Junge",1
"Tischchen, Ding",1
"Tier, Meister",1
"Ziege, Reihe",1
"Schneider, Alte",1
"Tischchen, Tisch",1
"Stall, Blatt",1
"Ziege, Welt",1
"Morgen, Geselle",1
"Tier, Kunst",1
"Morgen, Ziege",1
"Bruder, Esel",1
"Ohr, Sack",1
"Welt, Gast",1
"Ziege, Zeit",1
"Ziege, Kraut",1
"Schneider, Kopf",1
"Alte, Deck",1
"Sprache, Stube",1
"Tier, Müller",1
"Meister, Esel",1
"Geselle, Meister",1
"Stube, Müller",1
"Junge, Haustür",1
"Sohn, Kraut",1
"Meh, Blatt",1
"Stube, Gast",1
"Schneider, Ziege",1
"Geselle, Wagen",1
"Tischchen, Sprache",1
"Reihe, Meister",1
"Brief, Abend",1
"Geselle, Tischchen",1
"Milch, Ziege",1
"Schneider, Haustür",1
"Sohn, Sack",1
"Nacht, Ecke",1
"Daumesdick, Hand",1
"Ding, Pferd",1
"Wald, Ding",1
"Daumesdick, Pferd",1
"Weg, Tür",1
"'siehst, Pferd",1
"Frau, Sense",1
"Daumesdick, Stube",1
"Kuh, Eltern",1
"Gott, Stall",1
"Daumesdick, Auge",1
"Daumesdick, Holz",1
"Ohr, Holz",1
"Wagen, Tag",1
"Daumesdick, Zeit",1
"Ding, Fuhrmann",1
"Ohr, Tag",1
"Ohr, Meister",1
"Wolf, Kopf",1
"Geist, Fuß",1
"Bauch, Welt",1
"Vater, Eltern",1
"Ohr, Geld",1
"Daumesdick, Schrecken",1
"Milch, Nacht",1
"Weg, Ohr",1
"Silber, Mann",1
"Vater, Stimme",1
"Erde, Stimme",1
"Weg, Bett",1
"Magd, Stimme",1
"Daumesdick, Kuh",1
"Daumesdick, Welt",1
"Licht, Türe",1
"Daumesdick, 'siehst",1
"Daumesdick, Stück",1
"Daumesdick, Bauer",1
"Daumesdick, Eltern",1
"Nacht, Kuh",1
"Schrecken, Tür",1
"Daumesdick, Tag",1
"Wald, Daumesdick",1
"Pfarrer, Geist",1
"Tür, Magd",1
"Freude, Sense",1
"Silber, Geld",1
"Stück, Bauer",1
"Braut, Brot",1
"Schiff, Tochter",1
"Wald, Männchen",1
"Asche, Bier",1
"Weg, Schiff",1
"Gold, Dümmling",1
"Schiff, Kuchen",1
"Männlein, Baum",1
"Kuchen, Holz",1
"Berg, Dümmling",1
"Dümmling, Königstochter",1
"Wald, Dümmling",1
"Faß, Dümmling",1
"Mädchen, Gans",1
"Männchen, Mann",1
"Männlein, Kuchen",1
"Männchen, Tochter",1
"Männlein, Sohn",1
"Dümmling, Tochter",1
"Gans, Feder",1
"Tod, Gemahlin",1
"Männchen, Kuchen",1
"Finger, Dümmling",1
"Stück, Männchen",1
"Wasser, Bier",1
"Wasser, Kuchen",1
"Männchen, Wein",1
"Feder, Baum",1
"Dümmling, Brot",1
"Wald, Trunk",1
"Männlein, Glück",1
"Dümmling, Männchen",1
"Dümmling, Wein",1
"Bier, Bruder",1
"Land, Kuchen",1
"Bier, Stück",1
"Finger, Feder",1
"Bier, Wein",1
"Weg, Männlein",1
"Stück, Dümmling",1
"Trunk, Dümmling",1
"Asche, Kuchen",1
"Nacht, Gans",1
"Kuchen, Gemahlin",1
"Schiff, Männchen",1
"Braut, Dümmling",1
"Keller, Dümmling",1
"Wald, Gesicht",1
"Weg, Männchen",1
"Morgen, Gans",1
"Männchen, Baum",1
"Wasser, Dümmling",1
"Wald, Schiff",1
"Hochzeit, Reich",1
"Keller, Braut",1
"Dümmling, Stein",1
"Mädchen, Dümmling",1
"Bruder, Holz",1
"Dümmling, Herz",1
"Mädchen, Pfarrer",1
"Keller, Stein",1
"Wirt, Vogel",1
"Finger, Gans",1
"Bier, Holz",1
"Dümmling, Land",1
"Weg, Dümmling",1
"Sohn, Kuchen",1
"Wasser, Mutter",1
"Trunk, Kuchen",1
"Trunk, Männchen",1
"Zeit, Gemahlin",1
"Berg, Brot",1
"Königstochter, Gans",1
"Baum, Haus",1
"Hochzeit, Dümmling",1
"Männlein, Herz",1
"König, Kuchen",1
"Dümmling, Baum",1
"Wasser, Keller",1
"Brot, Tochter",1
"Braut, Wein",1
"Faß, Stein",1
"Braut, Berg",1
"Dümmling, Holz",1
"Kuchen, Tochter",1
"Bruder, Kuchen",1
"Bier, Dümmling",1
"Land, Gemahlin",1
"Vater, Allerleirauh",1
"Allerleirauh, Kopf",1
"Schrecken, Sprache",1
"Ring, Suppe",1
"Asche, Kind",1
"Ring, Stallchen",1
"Allerleirauh, Gesicht",1
"Hand, Stallchen",1
"Allerleirauh, Kind",1
"Asche, Arbeit",1
"Ring, Kleid",1
"Mantel, Finger",1
"Haar, Tod",1
"Mantel, Tier",1
"Arbeit, Ring",1
"Mantel, Treppe",1
"Arbeit, Haar",1
"Asche, Schrecken",1
"Suppe, Spinnrad",1
"Jungfrau, Kleid",1
"Asche, Suppe",1
"Asche, Schloß",1
"Arbeit, Suppe",1
"Mutter, Haar",1
"Nacht, Gesicht",1
"Suppe, Koch",1
"Mantel, Jäger",1
"Ring, Allerleirauh",1
"Reich, Gut",1
"Spinnrad, Koch",1
"Mutter, Allerleirauh",1
"Mantel, Ring",1
"Wagen, Jäger",1
"Asche, Allerleirauh",1
"Vater, Suppe",1
"Asche, Stallchen",1
"Reich, Kleid",1
"Suppe, Zeit",1
"Erde, Gesicht",1
"Gott, Nacht",1
"Schrecken, Wagen",1
"König, Stallchen",1
"Hand, Kleid",1
"Arbeit, Allerleirauh",1
"Asche, Koch",1
"Stallchen, Gesicht",1
"Allerleirauh, Stallchen",1
"Mantel, Reich",1
"Asche, Ring",1
"König, Allerleirauh",1
"Treppe, Kleid",1
"Schrecken, König",1
"Sprache, Wagen",1
"Koch, Stallchen",1
"Arbeit, Stallchen",1
"Mantel, König",1
"Ring, Kopf",1
"Haar, Auge",1
"Mantel, Gesicht",1
"Stück, Jungfrau",1
"Leute, Auge",1
"Allerleirauh, Zeit",1
"Suppe, Stallchen",1
"Asche, Hand",1
"Ring, Haar",1
"Schrecken, Schloß",1
"Stallchen, Tag",1
"Allerleirauh, Koch",1
"Allerleirauh, Schloß",1
"Stück, Reich",1
"Treppe, Stallchen",1
"Koch, Gesicht",1
"König, Suppe",1
"Asche, Tag",1
"Vater, Gut",1
"Asche, Haar",1
"Hexe, Koch",1
"Stallchen, Kleid",1
"Asche, Wagen",1
"Asche, Jäger",1
"Vater, Mantel",1
"Allerleirauh, Kleid",1
"Hand, Leute",1
"Haar, Stallchen",1
"Suppe, Kind",1
"Mantel, Stallchen",1
"Mutter, Schrecken",1
"Hand, Allerleirauh",1
"Gut, Tochter",1
"Vater, Schrecken",1
"Mutter, Suppe",1
"Nacht, Kleid",1
"Mantel, Kleid",1
"Asche, Sprache",1
"Schrecken, Kind",1
"Mantel, Stück",1
"Ring, Nacht",1
"Suppe, Schloß",1
"Mädchen, Schrecken",1
"Allerleirauh, Suppe",1
"Mantel, Hand",1
"Haar, Suppe",1
"Allerleirauh, Haar",1
"Mantel, Jungfrau",1
"Mantel, Hochzeit",1
"Kleid, Gesicht",1
"Coal, Toachter",1
"Seits, Toachter",1
"Toachter, Mäken",1
"Mir_Es, Häsichen",1
"Seits, Geoart",1
"Seits, Haosenschwanzeken",1
"De, Mäken",1
"De, Toachter",1
"Häsichen, De",1
"De, Geoart",1
"Toachter, Geoart",1
"Frau, Geoart",1
"De, Seits",1
"Braut, Häsichen",1
"Geoart, Mäken",1
"Häsichen, Toachter",1
"Frau, Seits",1
"Häsichen, Mäken",1
"Mir_Es, Mäken",1
"Häsichen, Haosenschwanzeken",1
"Seits, Mäken",1
"Häsichen, Geoart",1
"Häsichen, Seits",1
"Haosenschwanzeken, Mäken",1
"Mir_Es, Haosenschwanzeken",1
"Frau, Häsichen",1
"Coal, Haosenschwanzeken",1
"Braut, 'thu",1
"Coal, Mäken",1
"Braut, Kleid",1
"Frau, Toachter",1
"Frau, Mäken",1
"Coal, Seits",1
"De, 'thu",1
"Pfarrer, Hase",1
"De, Kleid",1
"Coal, Mir_Es",1
"Häsichen, 'thu",1
"Mir_Es, Seits",1
"Häsichen, Kleid",1
"Coal, De",1
"Fuchs, Pfarrer",1
"Coal, Geoart",1
"Coal, Frau",1
"Coal, Häsichen",1
"Morgen, Jungfrau",1
"Löwe, Erbse",1
"Schlüssel, Gemahlin",1
"Welt, Reich",1
"Vorzimmer, Sprache",1
"Reich, Herz",1
"Schlüssel, Mensch",1
"Schlüssel, Reich",1
"Auge, Gemahlin",1
"Jungfrau, Erbse",1
"Mädchen, Vorzimmer",1
"Hochzeit, Löwe",1
"Vorzimmer, Erbse",1
"Braut, Welt",1
"Löwe, Abend",1
"Braut, Ring",1
"Vorzimmer, Königstochter",1
"Mädchen, Löwe",1
"Ring, Liebste",1
"Morgen, Erbse",1
"Mädchen, Reich",1
"Erbse, Mann",1
"Erbse, Abend",1
"Vorzimmer, Abend",1
"Vorzimmer, Jungfrau",1
"Schlüssel, Welt",1
"König, Spinnrad",1
"Löwe, Spinnrad",1
"Morgen, Vorzimmer",1
"Spinnrad, Königstochter",1
"Braut, Gemahlin",1
"Braut, Mensch",1
"Schlüssel, Auge",1
"Reich, Auge",1
"Vorzimmer, Jäger",1
"Königstochter, Erbse",1
"Spinnrad, Mann",1
"Hochzeit, Gnade",1
"Vorzimmer, Löwe",1
"Reich, Mensch",1
"Braut, Auge",1
"Löwe, Gnade",1
"Spinnrad, Jäger",1
"Erbse, Jäger",1
"Löwe, Mann",1
"Sohn, Gemahlin",1
"Morgen, Spinnrad",1
"Vorzimmer, König",1
"Vorzimmer, Mann",1
"Vorzimmer, Spinnrad",1
"König, Erbse",1
"Sprache, Erbse",1
"Mensch, Taum",1
"Sperling, Taum",1
"Geld, Wagen",1
"Uht, Taum",1
"Uht, Awerst",1
"Geld, Sohn",1
"Pferd, Taum",1
"Uht, Mann",1
"De, Junge",1
"Jan, Gott",1
"Uht, Geld",1
"Jan, De",1
"Braut, Geld",1
"Wald, Gaudeifen",1
"Jan, Eine",1
"Uht, Junge",1
"Gott, Meister",1
"Pferd, Mie",1
"Uht, Hund",1
"Sohn, Mie",1
"De, Pferd",1
"De, Wagen",1
"Jan, Meister",1
"Gott, Gaudeifen",1
"Frau, Meister",1
"Awerst, Mie",1
"De, Meister",1
"Meister, Eine",1
"Uht, Mie",1
"Freude, Junge",1
"Gaudeifen, Meister",1
"Awerst, Junge",1
"Frau, Gaudeifen",1
"Sohn, Eine",1
"Taum, Mie",1
"Uht, Mensch",1
"Uht, Pferd",1
"Gaudeifen, Eine",1
"Sperling, Mie",1
"Stall, De",1
"Wald, De",1
"Mensch, Mie",1
"Jan, Geld",1
"Pferd, Awerst",1
"Mie, Junge",1
"Jan, Mann",1
"Gaudeifen, Sohn",1
"Awerst, Taum",1
"De, Sohn",1
"Uht, Wagen",1
"Wald, Jan",1
"Braut, Jahr",1
"Jan, Frau",1
"Hund, De",1
"Jan, Herrgott",1
"Jan, Jahr",1
"Jan, Gaudeifen",1
"Meister, Awerst",1
"He, Sohn",1
"Sperling, Uht",1
"Braut, Jan",1
"Herrgott, Gaudeifen",1
"Gott, Eine",1
"Herrgott, Sohn",1
"Geld, Mie",1
"De, Gaudeifen",1
"Taum, Junge",1
"He, Jahr",1
"Jan, Sohn",1
"Uht, De",1
"Gaudeifen, Mann",1
"Nachtigall, Jorinde",1
"Vogel, Alte",1
"Katze, Abend",1
"Jorinde, Joringel",1
"Jungfrau, Jorinde",1
"Nachtigall, Joringel",1
"Joringel, Stimme",1
"Blume, Weib",1
"Berg, Blume",1
"Joringel, Name",1
"Leide, Tod",1
"Blume, Jorinde",1
"Weib, Stimme",1
"Zauberin, Vogel",1
"Vogel, Jorinde",1
"Schloß, Abend",1
"Jüngling, Joringel",1
"Weib, Jorinde",1
"Leide, Vöglein",1
"Korb, Jorinde",1
"Katze, Mensch",1
"Jüngling, Name",1
"Korb, Zauberin",1
"Joringel, Schloß",1
"Jorinde, Haus",1
"Mädchen, Jorinde",1
"Wald, Joringel",1
"Nachtigall, Hand",1
"Korb, Vogel",1
"Joringel, Auge",1
"Weib, Joringel",1
"Korb, Nachtigall",1
"Nachtigall, Vogel",1
"Kammer, Jungfrau",1
"Blume, Schloß",1
"Tor, Schloß",1
"Blume, Perle",1
"Korb, Schloß",1
"Blume, Nacht",1
"Blume, Joringel",1
"Joringel, Baum",1
"Joringel, Abend",1
"Korb, Kammer",1
"Korb, Jungfrau",1
"Geld, Tod",1
"Hahn, Glück",1
"Ecke, Zahn",1
"Katze, Sohn",1
"Sense, Sohn",1
"König, Maus",1
"Land, Glück",1
"Turm, Geld",1
"Sense, Insel",1
"Insel, Maus",1
"Katze, Leben",1
"Hahn, Turm",1
"Zeit, Insel",1
"Katze, Jagd",1
"Hahn, Tier",1
"Vater, Land",1
"Bruder, Sense",1
"Freude, Leute",1
"Ding, Geld",1
"Leute, Jagd",1
"Ding, Land",1
"Insel, Tisch",1
"Ding, Glück",1
"Hahn, Ding",1
"Katze, Land",1
"Vater, Hahn",1
"Hahn, Insel",1
"Turm, Land",1
"Katze, Reich",1
"Katze, Mann",1
"Hahn, Sohn",1
"Reich, Jagd",1
"Hahn, Freude",1
"Vater, Katze",1
"Hahn, Sense",1
"Hahn, Nacht",1
"Katze, König",1
"Sense, Leute",1
"Katze, Schloß",1
"Leute, Insel",1
"Geld, Land",1
"Bauer, Bruder",1
"König, Zahn",1
"Turm, Ding",1
"Geld, Tier",1
"Bauer, Sense",1
"Katze, Junge",1
"Maus, Ecke",1
"Katze, Bruder",1
"Hahn, Geld",1
"Wasser, Katze",1
"Leute, Ecke",1
"Hahn, Land",1
"Katze, Leute",1
"Schloß, Maus",1
"Land, Junge",1
"Hahn, Leute",1
"Leute, Maus",1
"Katze, Sense",1
"Turm, Tod",1
"Freude, Nacht",1
"Leute, Kopf",1
"Brunnen, Leben",1
"Gold, Wagen",1
"Sprache, Holz",1
"Königstochter, Laufer",1
"Krug, Laufer",1
"Mensch, Brunnen",1
"Jäger, Glück",1
"Diener, Sack",1
"Wasser, Zeit",1
"Schneider, Gast",1
"König, Meister",1
"Meister, Tochter",1
"Hans, Himmel",1
"Leute, Baum",1
"Gold, Gast",1
"Zeit, Laufer",1
"Vogel, Ohr",1
"Diener, Baum",1
"Vogel, Laufer",1
"Brunnen, Mann",1
"Leben, Laufer",1
"Sprache, Auge",1
"Bein, Welt",1
"Bein, Herr",1
"Meister, Diener",1
"Wasser, Bein",1
"Krug, Königstochter",1
"Welt, Laufer",1
"Ohr, Himmel",1
"Baum, Holz",1
"Wasser, Laufer",1
"Laufer, Mann",1
"Brunnen, Laufer",1
"Bein, Ohr",1
"Krug, Mensch",1
"Berg, Sack",1
"Zeit, Brunnen",1
"König, Laufer",1
"Mensch, Laufer",1
"Reich, Meister",1
"Weg, Heller",1
"Land, Sack",1
"Reich, Gast",1
"Krug, Hand",1
"Reich, Sack",1
"Meister, Gast",1
"Schneider, Reich",1
"Bein, Laufer",1
"Diener, Gast",1
"Schneider, Tochter",1
"Hans, Ohr",1
"Reich, Diener",1
"Hans, Welt",1
"Gold, Sack",1
"Geselle, Soldat",1
"Hand, Laufer",1
"Geselle, König",1
"Diener, Holz",1
"Schneider, Sack",1
"Hans, Vogel",1
"Schneider, Diener",1
"Reich, Herr",1
"Hand, Sack",1
"König, Gast",1
"Wasser, Leben",1
"Tochter, Gast",1
"Stube, Koch",1
"Ohr, Laufer",1
"Schneider, Gold",1
"Vogel, Bein",1
"Schneider, Tag",1
"Laufer, Herr",1
"Vogel, Herr",1
"Sack, Tochter",1
"König, Sack",1
"Vogel, Himmel",1
"Wasser, Krug",1
"Laufer, Kopf",1
"'nein, Hirschfänger",1
"Kugel, Gesicht",1
"'jst, Wolf",1
"Wolf, Gesicht",1
"Bruder, 'siehst",1
"Stärke, Bruder",1
"Mir_Es, Wolf",1
"'siehst, Wolf",1
"Mir_Es, Gesicht",1
"'jst, Mensch",1
"'siehst, Jäger",1
"Stärke, Gesicht",1
"Mensch, Jäger",1
"'nein, Fuchs",1
"Mensch, Gesicht",1
"Mensch, Hirschfänger",1
"'jst, Hirschfänger",1
"Stärke, Wolf",1
"'nein, Knabe",1
"Bruder, Wolf",1
"Wolf, Hirschfänger",1
"Stärke, 'siehst",1
"Fuchs, Stärke",1
"Kugel, 'siehst",1
"'siehst, Sprache",1
"Kugel, Wolf",1
"Fuchs, Kugel",1
"'siehst, Gesicht",1
"Fuchs, Knabe",1
"Stärke, Mir_Es",1
"'jst, 'nein",1
"'jst, Jäger",1
"'nein, Mensch",1
"Mensch, Wolf",1
"Stärke, Tier",1
"Jäger, Gesicht",1
"Stärke, Mensch",1
"Fuchs, Hirschfänger",1
"Frau, Pfannkuchen",1
"'rothfuchs, Pfannkuchen",1
"Feld, Abend",1
"Weg, 'rothfuchs",1
"Lammlein, Wolf",1
"Fuchs, Faß",1
"Feld, Pfannkuchen",1
"Zeit, Wolf",1
"'rothfuchs, Faß",1
"Keller, Weg",1
"Keller, 'rothfuchs",1
"Keller, Bauer",1
"Faß, Wolf",1
"Pfannkuchen, Tag",1
"'rothfuchs, Wolf",1
"Stück, Pfannkuchen",1
"Fuchs, Pfannkuchen",1
"Bauer, Nimmersatt",1
"Fuchs, Nimmersatt",1
"Fuchs, 'rothfuchs",1
"'rothfuchs, Tag",1
"Weg, Faß",1
"Wolf, Abend",1
"'rothfuchs, Haus",1
"'rothfuchs, Mann",1
"Wald, Nimmersatt",1
"Keller, Wolf",1
"Nimmersatt, Lamm",1
"Wald, 'rothfuchs",1
"Fuchs, Lammlein",1
"Pfannkuchen, Abend",1
"Frau, 'rothfuchs",1
"'rothfuchs, Abend",1
"'rothfuchs, Lammlein",1
"Wald, Lammlein",1
"Bauer, Lammlein",1
"'rothfuchs, Sprache",1
"Pfannkuchen, Wolf",1
"Pfannkuchen, Haus",1
"Mutter, Lammlein",1
"'rothfuchs, Feld",1
"Keller, Fuchs",1
"Fuchs, Lamm",1
"Gevatter, Mir_Es",1
"Gevatter, Wölfin",1
"Gevatterin, Wölfin",1
"Freude, Gevatterin",1
"Fuchs, Verstand",1
"Haus, Wölfin",1
"Frau, Wölfin",1
"Fuchs, Gevatterin",1
"Freude, Verstand",1
"Asche, Stall",1
"Asche, Frau",1
"Verstand, Gevatterin",1
"Ehre, Gevatterin",1
"Gevatterin, Haus",1
"Fuchs, Wölfin",1
"Asche, Wölfin",1
"Welt, Gevatterin",1
"Welt, Verstand",1
"Hund, Wölfin",1
"Verstand, Ehre",1
"Gevatter, Bauer",1
"Fuchs, Freude",1
"Asche, Bauer",1
"Hund, Gevatterin",1
"Stück, Wölfin",1
"Frau, Gevatterin",1
"Stall, Wölfin",1
"Bauer, Gevatterin",1
"Gevatter, Junge",1
"Stall, Gevatterin",1
"Fuchs, Ehre",1
"Mir_Es, Wölfin",1
"Fuchs, Gevatter",1
"Bauer, Wölfin",1
"Wölfin, Junge",1
"Gevatter, Gevatterin",1
"Asche, Gevatterin",1
"Welt, Wölfin",1
"Mir_Es, Gevatterin",1
"Bauer, Stall",1
"Frau, Verstand",1
"Katze, 'guten",1
"'er, Welt",1
"Zeit, Fuß",1
"Ei, Kunst",1
"Katze, Welt",1
"Hund, Kunst",1
"Katze, Zeit",1
"Baum, Kunst",1
"Sack, Kunst",1
"Wald, Katze",1
"Fuchs, 'guten",1
"Katze, Fuß",1
"Fuchs, Sack",1
"'guten, Zeit",1
"Hund, Sack",1
"Herr, Kunst",1
"Katze, Sack",1
"Katze, Kunst",1
"Fuchs, Kunst",1
"'guten, Fuß",1
"Welt, Engel",1
"König, Kohle",1
"Blume, Herr",1
"Kind, Koch",1
"Koch, Jagd",1
"Koch, Kohle",1
"Huhn, Sohn",1
"Huhn, Kohle",1
"Messer, Knabe",1
"Garten, Schloß",1
"Tier, Koch",1
"Knabe, Koch",1
"Blume, Leben",1
"Garten, Koch",1
"Gnade, Herr",1
"Huhn, Jäger",1
"Turm, Frau",1
"Koch, Leben",1
"Sprache, Sohn",1
"Morgen, Brunnen",1
"Tier, Kohle",1
"Vater, Blume",1
"Turm, Diener",1
"Blume, Jäger",1
"Stück, Koch",1
"Huhn, Hund",1
"Knabe, Herz",1
"Jungfrau, Koch",1
"Turm, Engel",1
"Gott, Turm",1
"Knabe, Sprache",1
"Knabe, Bett",1
"Engel, Zeit",1
"Jagd, Mann",1
"Turm, Gemahlin",1
"Koch, Alte",1
"Huhn, König",1
"Garten, Kind",1
"Knabe, Nacht",1
"Freude, Engel",1
"Leben, Diener",1
"Jungfrau, Zeit",1
"Herz, Bett",1
"Blume, Sprache",1
"König, Blume",1
"Kohle, Herr",1
"Turm, Königin",1
"Messer, Alte",1
"Knabe, Garten",1
"Mund, Schloß",1
"Knabe, Tag",1
"Sohn, Jäger",1
"Koch, Jäger",1
"Herz, Jagd",1
"Stück, Herz",1
"Knabe, Königssohn",1
"Messer, Koch",1
"Jäger, Kohle",1
"Sohn, Kohle",1
"König, Engel",1
"Mund, Garten",1
"Blume, Sohn",1
"Messer, Leben",1
"Mädchen, Koch",1
"Koch, Sohn",1
